,taxon_oid,Domain,Status,Study Name,Genome Name,Sequencing Center,IMG Genome ID ,Phylum,Class,Order,Family,Genus,Species,High Quality,Ecosystem,Ecosystem Category,Ecosystem Subtype,Ecosystem Type,Habitat,Isolation,Type Strain,Uncultured Type,Genome Size   * assembled,Gene Count   * assembled,pfam00072,pfam00183,pfam00204,pfam00512,pfam02518,pfam07536,pfam07568,pfam07730,pfam13581,pfam13589,pfam13941,pfam14501,hamp_hk,ratio,hybrid,percent_hybrid
881,2519103180,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",Curvibacter lanceolatus ATCC 14669,DOE Joint Genome Institute (JGI),2519103180,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Curvibacter,Curvibacter lanceolatus,Yes,Environmental,Aquatic,Unclassified,Freshwater,"Aquatic, Fresh water","Distilled water, Vancouver, British Columbia, Canada",Yes,,6834651,6353,105,1,2,59,79,0,1,8,0,1,0,0,78,1.346153846,,0
1190,2503707009,Bacteria,Finished,GEBA-PCC,Cyanobacterium aponinum PCC 10605,DOE Joint Genome Institute (JGI),2503707009,Cyanobacteria,unclassified,Chroococcales,Cyanobacteriaceae,Cyanobacterium,Cyanobacterium aponinum,Yes,,,,,Fresh water,,Unknown,,4176973,3614,71,1,1,39,44,0,1,0,2,1,0,0,46,1.543478261,4,13.79310345
1191,2512564012,Bacteria,Permanent Draft,GEBA-PCC,cyanobacterium PCC 7702,DOE Joint Genome Institute (JGI),2512564012,Cyanobacteria,unclassified,unclassified,unclassified,unclassified,cyanobacterium PCC 7702,Yes,,,,,,,Unknown,,4885827,4349,88,1,1,64,76,0,0,1,3,2,0,0,79,1.113924051,41,40.19607843
281,2503283023,Bacteria,Finished,GEBA-PCC,Cyanobacterium stanieri PCC 7202,DOE Joint Genome Institute (JGI),2503283023,Cyanobacteria,unclassified,Chroococcales,Cyanobacteriaceae,Cyanobacterium,Cyanobacterium stanieri,Yes,Environmental,Aquatic,Unclassified,Thermal springs,,alkaline pod,Unknown,,3163381,2941,54,1,1,36,38,0,1,0,3,2,0,0,42,1.285714286,18,31.03448276
882,2508501011,Bacteria,Finished,GEBA-PCC,Cyanobium gracile PCC 6307,DOE Joint Genome Institute (JGI),2508501011,Cyanobacteria,unclassified,Synechococcales,Synechococcaceae,Cyanobium,Cyanobium gracile,Yes,Environmental,Aquatic,Lentic,Freshwater,"Aquatic, Fresh water","Water, lake, Wisconsin, USA, 1949",Unknown,,3342364,3439,18,1,1,11,13,0,0,0,3,1,0,0,15,1.2,41,33.33333333
1192,2617271122,Bacteria,Permanent Draft,Cyanobium sp. CACIAM 14 Metagenome and Genome sequencing,Cyanobium sp. CACIAM 14,Federal University of Para,2617271122,Cyanobacteria,unclassified,Synechococcales,Synechococcaceae,Cyanobium,Cyanobium sp. CACIAM 14,Yes,,,,,,,Unknown,,3212489,3240,19,1,1,13,16,0,0,0,3,1,0,0,18,1.055555556,17,26.15384615
1193,2757320922,Bacteria,Finished,Genome sequencing of Cyanobium sp. NIES-981,Cyanobium sp. NIES-981,National Institute for Environmental Studies,2757320922,Cyanobacteria,unclassified,Synechococcales,Synechococcaceae,Cyanobium,Cyanobium sp. NIES-981,Yes,,,,,,,,,3021545,3119,10,1,1,7,8,0,0,0,1,1,0,0,8,1.25,28,35.44303797
662,647533126,Bacteria,Permanent Draft,Cyanobium sp. PCC 7001,Cyanobium sp. PCC 7001,J. Craig Venter Institute (JCVI),647533126,Cyanobacteria,unclassified,Synechococcales,Synechococcaceae,Cyanobium,Cyanobium sp. PCC 7001,Yes,Environmental,Aquatic,Intertidal zone,Marine,"Marine, Mud, Soil","Soil, intertidal mud, City Island, New York",No,,2834252,2826,11,1,1,6,8,0,0,0,1,1,0,0,8,1.375,10,20.83333333
663,2507262054,Bacteria,Permanent Draft,Cyanothece Sequencing CSP_777088,"Cyanothece sp. BH63E, ATCC 51472",DOE Joint Genome Institute (JGI),2507262054,Cyanobacteria,unclassified,Oscillatoriales,Cyanothecaceae,Cyanothece,Cyanothece sp. ATCC 51472,Yes,Environmental,Aquatic,Unclassified,Marine,"Aquatic, Marine","Axenic clone of strain BH63, ATCC 51141, which was isolated from seawater, Port Aransas, TX",No,,5460476,5170,77,1,1,39,49,0,1,0,3,1,0,0,52,1.480769231,22,55
664,641522622,Bacteria,Finished,"Cyanothece sp. BH68, ATCC 51142","Cyanothece sp. BH68, ATCC 51142",Washington University in St. Louis,641522622,Cyanobacteria,unclassified,Oscillatoriales,Cyanothecaceae,Cyanothece,Cyanothece sp. ATCC 51142,Yes,Environmental,Aquatic,Intertidal zone,Marine,Marine,"Intertidal sands near Port Aransas, Gulf of Mexico in Texas",Yes,,5460377,5354,77,1,1,39,49,0,1,0,3,1,0,0,52,1.480769231,10,37.03703704
665,640612201,Bacteria,Permanent Draft,Cyanothece sp. CCY 0110,Cyanothece sp. CCY 0110,J. Craig Venter Institute (JCVI),640612201,Cyanobacteria,unclassified,Oscillatoriales,Cyanothecaceae,Cyanothece,Cyanothece sp. CCY0110,Yes,Environmental,Aquatic,Unclassified,Marine,Marine,10m depth from coastal waters off Zanzibar,Unknown,,5880532,6526,97,1,1,51,62,0,0,0,3,2,0,0,65,1.492307692,36,37.89473684
1151,643348533,Bacteria,Finished,Cyanothece Sequencing CSP_777088,Cyanothece sp. PCC 7424,DOE Joint Genome Institute (JGI),643348533,Cyanobacteria,unclassified,Oscillatoriales,Cyanothecaceae,Cyanothece,Cyanothece sp. PCC 7424,Yes,Environmental,Terrestrial,Unclassified,Agricultural field,Fresh water,Rice fields in Senegal,Unknown,,6554169,5933,109,1,1,57,70,0,2,0,3,2,0,0,75,1.453333333,29,25.2173913
1152,643348534,Bacteria,Finished,Cyanothece Sequencing CSP_777088,Cyanothece sp. PCC 7425,DOE Joint Genome Institute (JGI),643348534,Cyanobacteria,unclassified,Oscillatoriales,Cyanothecaceae,Cyanothece,Cyanothece sp. PCC 7425,Yes,Environmental,Terrestrial,Unclassified,Agricultural field,Fresh water,Rice fields in Senegal,Unknown,,5786110,5481,124,1,1,66,85,0,21,3,4,2,0,0,110,1.127272727,24,32.43243243
1153,648028021,Bacteria,Finished,Cyanothece Sequencing CSP_777088,Cyanothece sp. PCC 7822,DOE Joint Genome Institute (JGI),648028021,Cyanobacteria,unclassified,Oscillatoriales,Cyanothecaceae,Cyanothece,Cyanothece sp. PCC 7822,Yes,Environmental,Terrestrial,Unclassified,Agricultural field,Fresh water,"Rice fields in Cuttack, Orissa, India",Unknown,,7841948,7041,135,1,1,77,94,0,2,0,5,2,0,0,101,1.336633663,19,25
1154,643348535,Bacteria,Finished,Cyanothece Sequencing CSP_777088,Cyanothece sp. PCC 8801,DOE Joint Genome Institute (JGI),643348535,Cyanobacteria,unclassified,Oscillatoriales,Cyanothecaceae,Cyanothece,Cyanothece sp. PCC 8801,Yes,Environmental,Terrestrial,Unclassified,Agricultural field,Fresh water,Rice fields in india and Taiwan,Unknown,,4787694,4615,77,1,1,36,45,0,1,0,3,2,0,0,49,1.571428571,80,45.19774011
368,644736348,Bacteria,Finished,Cyanothece Sequencing CSP_777088,Cyanothece sp. PCC 8802,DOE Joint Genome Institute (JGI),644736348,Cyanobacteria,unclassified,Oscillatoriales,Cyanothecaceae,Cyanothece,Cyanothece sp. PCC 8802,Yes,Environmental,Terrestrial,Unclassified,Soil,"Fresh water, Soil","Soil, rice field (during spring), Ping-Tong district, Southern Taiwan",Unknown,,4803347,4697,77,1,1,37,45,0,1,0,3,2,0,0,49,1.571428571,30,32.60869565
217,2506381023,Bacteria,Finished,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),"Cyclobacterium marinum Raj, DSM 745",DOE Joint Genome Institute (JGI),2506381023,Bacteroidetes,Cytophagia,Cytophagales,Cyclobacteriaceae,Cyclobacterium,Cyclobacterium marinum,Yes,Host-associated,Fish,Unclassified,Unclassified,"Fish, Host, Marine",Coelomic fluid of a sand dollar (Poronotus triacanthus),Yes,,6221273,5151,62,1,2,34,55,0,1,2,2,3,0,0,58,1.068965517,17,27.41935484
1194,647000233,Bacteria,Permanent Draft,Cylindrospermopsis raciborskii CS-505,Cylindrospermopsis raciborskii CS-505,Leibniz Institute,647000233,Cyanobacteria,unclassified,Nostocales,Aphanizomenonaceae,Cylindrospermopsis,Cylindrospermopsis raciborskii,Yes,,,,,,,Unknown,,3879030,3500,30,1,1,21,22,0,0,0,3,2,0,0,25,1.2,27,19.85294118
1195,2728369583,Bacteria,Permanent Draft,Cylindrospermopsis raciborskii Genome sequencing and assembly,Cylindrospermopsis raciborskii ITEP-A1,University of Sao Paulo,2728369583,Cyanobacteria,unclassified,Nostocales,Aphanizomenonaceae,Cylindrospermopsis,Cylindrospermopsis raciborskii,Yes,,,,,,water surface,,,3603762,3408,29,1,1,21,22,0,0,0,3,2,0,0,25,1.16,30,31.57894737
369,2509601025,Bacteria,Finished,GEBA-PCC,Cylindrospermum stagnale PCC 7417,DOE Joint Genome Institute (JGI),2509601025,Cyanobacteria,unclassified,Nostocales,Nostocaceae,Cylindrospermum,Cylindrospermum stagnale,Yes,Environmental,Terrestrial,Unclassified,Soil,Soil,"Soil, greenhouse, Stockholm, Sweden, 1972",Unknown,,7610589,6739,107,1,1,99,110,0,2,1,3,2,0,0,115,0.930434783,,0
370,2515154146,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",Cytophaga aurantiaca DSM 3654,DOE Joint Genome Institute (JGI),2515154146,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Cytophaga,Cytophaga aurantiaca,Yes,Environmental,Terrestrial,Unclassified,Soil,"Aquatic, Soil",Pond soil,Yes,,4425125,3923,40,1,2,31,55,0,0,3,2,2,0,0,56,0.714285714,,0
883,2509276056,Bacteria,Finished,GEBA-PCC,Dactylococcopsis salina PCC 8305,DOE Joint Genome Institute (JGI),2509276056,Cyanobacteria,unclassified,Synechococcales,Synechococcaceae,Dactylococcopsis,Dactylococcopsis salina,Yes,Environmental,Aquatic,Lentic,Freshwater,"Aquatic, Fresh water",Solar lake,Yes,,3781008,3685,27,1,1,16,20,0,0,0,1,1,0,0,20,1.35,3,10
666,2515154073,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",Dasania marina DSM 21967,DOE Joint Genome Institute (JGI),2515154073,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Spongiibacteraceae,Dasania,Dasania marina,Yes,Environmental,Aquatic,Oceanic,Marine,"Aquatic, Marine, Sediment",Arctic Marine Sediment,Yes,,4104988,3729,67,1,2,32,44,0,0,0,2,1,0,0,44,1.522727273,,0
246,2556921014,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",Deefgea rivuli DSM 18356,DOE Joint Genome Institute (JGI),2556921014,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Deefgea,Deefgea rivuli,Yes,Environmental,Aquatic,Unclassified,Unclassified,Aquatic,"Water of the Westerhofer Bach, near Westerhof",Yes,,3713920,3469,61,1,2,35,46,0,0,1,2,4,0,0,49,1.244897959,3,9.375
371,2519103012,Bacteria,Permanent Draft,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),Deinococcus apachensis DSM 19763,DOE Joint Genome Institute (JGI),2519103012,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,Deinococcus apachensis,Yes,Environmental,Terrestrial,Unclassified,Soil,Soil,"soil, sonoran desert",Yes,,4452642,4394,37,0,1,19,37,0,0,6,0,0,0,0,36,1.027777778,43,33.85826772
829,2519899682,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",Deinococcus aquatilis DSM 23025,DOE Joint Genome Institute (JGI),2519899682,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,Deinococcus aquatilis,Yes,Engineered,Wastewater,Unclassified,Industrial wastewater,Aquatic,Industry water,Yes,,5003288,4845,41,0,1,21,35,0,0,4,0,1,0,0,35,1.171428571,30,31.25
541,2524614857,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",Deinococcus ficus DSM 19119,DOE Joint Genome Institute (JGI),2524614857,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,Deinococcus ficus,Yes,Host-associated,Plants,Unclassified,Rhizoplane,"Rhizosphere, Soil",Rhizosphere of Ficus religiosa,Yes,,4146328,4075,48,0,1,26,43,0,0,6,0,1,0,0,43,1.11627907,25,24.27184466
372,2561511139,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",Deinococcus frigens DSM 12807,DOE Joint Genome Institute (JGI),2561511139,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,Deinococcus frigens,Yes,Environmental,Terrestrial,Unclassified,Soil,Soil,Antarctic soil,Yes,,4031778,4057,24,0,1,15,24,0,0,6,0,1,0,0,24,1,24,27.90697674
373,2509276064,Bacteria,Permanent Draft,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),"Deinococcus hopiensis KR-140, DSM 18049",DOE Joint Genome Institute (JGI),2509276064,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,Deinococcus hopiensis,Yes,Environmental,Terrestrial,Unclassified,Soil,Soil,"Soil, sonoran desert; USA, Arizona",Yes,,6650868,6701,84,0,1,53,80,0,0,8,0,3,0,0,82,1.024390244,27,29.34782609
374,649633034,Bacteria,Finished,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),"Deinococcus maricopensis LB-34, DSM 21211",DOE Joint Genome Institute (JGI),649633034,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,Deinococcus maricopensis,Yes,Environmental,Terrestrial,Unclassified,Soil,Soil,"Soil, sonoran desert; USA, Arizona",Yes,,3498530,3367,41,0,1,28,42,0,0,9,1,3,0,0,45,0.911111111,23,53.48837209
842,2561511138,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",Deinococcus marmoris DSM 12784,DOE Joint Genome Institute (JGI),2561511138,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,Deinococcus marmoris,Yes,Environmental,Terrestrial,Unclassified,Geologic,Rock,Antarctic marble rock,Yes,,4800021,4688,34,0,1,22,39,0,0,4,0,3,0,0,41,0.829268293,10,37.03703704
282,2527291725,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",Deinococcus murrayi DSM 11303,DOE Joint Genome Institute (JGI),2527291725,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,Deinococcus murrayi,Yes,Environmental,Aquatic,Unclassified,Thermal springs,"Aquatic, Hot spring",Hot springs,Yes,,2767614,2756,20,0,1,11,19,0,0,3,0,1,0,0,19,1.052631579,22,43.1372549
375,2509276065,Bacteria,Finished,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),"Deinococcus peraridilitoris KR-200, DSM 19664",DOE Joint Genome Institute (JGI),2509276065,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,Deinococcus peraridilitoris,Yes,Environmental,Terrestrial,Unclassified,Soil,Soil,Arid soil collected from a coastal desert north of Antofagasta in Chile,Yes,,4513714,4466,63,0,1,43,63,0,0,3,0,1,0,0,63,1,16,30.76923077
376,2508501115,Bacteria,Permanent Draft,Continuation of the Genomic Encyclopedia of Bacteria and Archaea pilot project (GEBA),"Deinococcus pimensis KR-235, DSM 21231",DOE Joint Genome Institute (JGI),2508501115,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,Deinococcus pimensis,Yes,Environmental,Terrestrial,Unclassified,Soil,Soil,"Soil, sonoran desert; USA, Arizona",Yes,,4765907,4452,58,0,1,33,55,0,0,9,1,0,0,0,55,1.054545455,,0
1077,649633035,Bacteria,Finished,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),"Deinococcus proteolyticus MRP, DSM 20540",DOE Joint Genome Institute (JGI),649633035,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,Deinococcus proteolyticus,Yes,Host-associated,Animal,Fecal,Digestive system,"Host, Soil",Faeces of Lama glama,Yes,,2886836,2799,20,0,1,13,20,0,0,3,0,1,0,0,20,1,6,16.66666667
207,2563366733,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",Deinococcus radiodurans DSM 20539,DOE Joint Genome Institute (JGI),2563366733,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,Deinococcus radiodurans,Yes,Engineered,Food production,Unclassified,Unclassified,Meat food product,irradiated ground pork and beef,Yes,,3243759,3186,28,0,1,12,22,0,0,4,1,1,0,0,23,1.217391304,2,11.76470588
1107,2521172561,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",Demetria terragena DSM 11295,DOE Joint Genome Institute (JGI),2521172561,Actinobacteria,Actinobacteria,Micrococcales,Dermacoccaceae,Demetria,Demetria terragena,Yes,Engineered,Solid waste,Unclassified,Composting,"Compost, Soil",Frozen compost soil,Yes,,3574772,3454,23,0,2,9,14,0,1,10,1,0,0,0,14,1.642857143,11,20.37037037
593,646564527,Bacteria,Finished,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),"Denitrovibrio acetiphilus N2460, DSM 12809",DOE Joint Genome Institute (JGI),646564527,Deferribacteres,Deferribacteres,Deferribacterales,Deferribacteraceae,Denitrovibrio,Denitrovibrio acetiphilus,Yes,Environmental,Terrestrial,Unclassified,Oil reservoir,Oil fields,Oil reservoir model column,Yes,,3222077,3067,72,1,1,31,66,0,2,1,3,3,0,1,73,0.98630137,13,39.39393939
487,2523533584,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",Dermatophilus congolensis DSM 44180,DOE Joint Genome Institute (JGI),2523533584,Actinobacteria,Actinobacteria,Micrococcales,Dermatophilaceae,Dermatophilus,Dermatophilus congolensis,Yes,Host-associated,Mammals,Unclassified,Skin,"Bovine, Host",scabs from cattle (bovine streptotrichosis),Yes,,2623236,2349,20,0,2,9,15,0,1,7,0,0,0,0,14,1.428571429,,0
377,2529292503,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",Derxia gummosa DSM 723,DOE Joint Genome Institute (JGI),2529292503,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Derxia,Derxia gummosa,Yes,Environmental,Terrestrial,Unclassified,Soil,Soil,Soil,Yes,,5190850,4414,96,1,2,58,76,0,2,11,0,3,0,0,78,1.230769231,7,13.7254902
1196,2751185667,Bacteria,Permanent Draft,Desertifilum sp. IPPAS B-1220 Genome sequencing,Desertifilum sp. IPPAS B-1220,"Institute of Plant Physiology, Russian Academy of Sciences",2751185667,Cyanobacteria,unclassified,Oscillatoriales,Desertifilaceae,Desertifilum,Desertifilum sp. IPPAS B-1220,Yes,,,,,,,,,6086384,5185,145,1,1,153,167,0,3,0,6,2,0,0,176,0.823863636,13,36.11111111
378,648028023,Bacteria,Finished,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),"Desulfarculus baarsii 2st14, DSM 2075",DOE Joint Genome Institute (JGI),648028023,Proteobacteria,Deltaproteobacteria,Desulfarculales,Desulfarculaceae,Desulfarculus,Desulfarculus baarsii,Yes,Environmental,Terrestrial,Unclassified,Soil,Mud,Ditch mud; Germany,Yes,,3655731,3355,88,0,1,46,64,1,1,1,4,2,0,0,70,1.257142857,,0
667,2522572160,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",Desulfatibacillum aliphaticivorans DSM 15576,DOE Joint Genome Institute (JGI),2522572160,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfatibacillum,Desulfatibacillum aliphaticivorans,Yes,Environmental,Aquatic,Coastal,Marine,"Aquatic, Marine, Sediment",Marine sediment,Yes,,6469960,5375,174,0,1,103,130,0,0,2,4,1,0,0,134,1.298507463,,0
668,2526164742,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",Desulfatiglans anilini DSM 4660,DOE Joint Genome Institute (JGI),2526164742,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfatiglans,Desulfatiglans anilini,Yes,Environmental,Aquatic,Coastal,Marine,"Aquatic, Marine, Sediment",Marine sediment,Yes,,4667344,4105,87,0,1,53,60,0,0,2,2,1,0,0,62,1.403225806,8,24.24242424
232,2524023145,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",Desulfatirhabdium butyrativorans DSM 18734,DOE Joint Genome Institute (JGI),2524023145,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfatirhabdium,Desulfatirhabdium butyrativorans,Yes,Engineered,Biotransformation,Unclassified,Unclassified,Bioreactor,Upflow anaerobic sludge blanket (UASB) reactor treating paper-mill wastewater,Yes,,4481975,3976,112,1,1,55,84,0,2,2,4,1,0,0,89,1.258426966,20,36.36363636
634,2556921039,Bacteria,Permanent Draft,Continuation of the Genomic Encyclopedia of Bacteria and Archaea pilot project (GEBA),Desulfitibacter alkalitolerans DSM 16504,DOE Joint Genome Institute (JGI),2556921039,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Desulfitibacter,Desulfitibacter alkalitolerans,Yes,Engineered,Bioremediation,Unclassified,Metal,Host,metal coupon retrieved from a corrosion-monitoring reactor of a Danish district heating plant,Yes,,4361351,4346,41,1,1,14,35,0,2,3,3,2,0,0,40,1.025,16,31.37254902
