,Genome Name,HPK,RR,Hybrid,% Hybrid,RR:HPK Ratio,Genome Size   * assembled,Gene Count   * assembled,taxon_oid,Domain,Status,Study Name,Sequencing Center,Phylum,Class,Order,Family,Genus,Species,Ecosystem*,Ecosystem Category*,Ecosystem Subtype*,Ecosystem Type*,Ecotype*,Habitat*
346,"Desulfomonile tiedjei DCB-1, DSM 6799",115.0,107.0,37.0,32.17391304,0.9304347829999999,6527027,5664,2509601019,Bacteria,Finished,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),DOE Joint Genome Institute (JGI),Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophaceae,Desulfomonile,Desulfomonile tiedjei,Engineered,Wastewater,Unclassified,Unclassified,,"Sludge, Wastewater"
347,Desulfonatronovibrio hydrogenovorans DSM 9292,61.0,53.0,29.0,47.54098361,0.8688524590000001,2939696,2811,2563366506,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfohalobiaceae,Desulfonatronovibrio,Desulfonatronovibrio hydrogenovorans,Environmental,Terrestrial,Unclassified,Soil,,Mud
348,"Desulfonatronum lacustre Z-7951, DSM 10312",101.0,73.0,41.0,40.59405941,0.722772277,3761451,3460,2516143004,Bacteria,Permanent Draft,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),DOE Joint Genome Institute (JGI),Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfonatronaceae,Desulfonatronum,Desulfonatronum lacustre,Environmental,Terrestrial,Unclassified,Soil,,"Aquatic, Mud"
349,"Desulfonispora thiosulfatigenes GKNTAUT , DSM 11270",15.0,19.0,,,1.266666667,2412168,2489,2501915963,Bacteria,Permanent Draft,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),DOE Joint Genome Institute (JGI),Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Desulfonispora,Desulfonispora thiosulfatigenes,Engineered,Wastewater,Unclassified,Unclassified,,Sewage plant
350,Desulfotomaculum alcoholivorax DSM 16058,33.0,32.0,3.0,9.090909091,0.96969697,3472994,3589,2524023147,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Desulfallas,Desulfallas alcoholivorax,Engineered,Industrial production,Unclassified,Unclassified,,Chemical reactor
351,Desulfovermiculus halophilus DSM 18834,25.0,30.0,4.0,16.0,1.2,3242094,2995,2556921618,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfohalobiaceae,Desulfovermiculus,Desulfovermiculus halophilus,Engineered,Wastewater,Petrochemical,Industrial wastewater,,"Aquatic, Oil fields"
352,Desulfovibrio africanus DSM 2603,101.0,81.0,41.0,40.59405941,0.801980198,4407838,4062,2526164711,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Desulfovibrio africanus,Environmental,Aquatic,Unclassified,Freshwater,,"Aquatic, Fresh water"
353,Desulfovibrio alaskensis DSM 16109,54.0,62.0,18.0,33.33333333,1.148148148,3559690,3276,2528311093,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Desulfovibrio alaskensis,Environmental,Terrestrial,Unclassified,Oil reservoir,,Oil fields
354,Desulfovibrio alcoholivorans DSM 5433,123.0,109.0,43.0,34.95934959,0.8861788620000001,5128906,4555,2561511137,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Desulfovibrio alcoholivorans,Engineered,Wastewater,Unclassified,Unclassified,,"Aquatic, Wastewater"
355,Desulfovibrio aminophilus DSM 12254,61.0,75.0,18.0,29.50819672,1.2295081970000001,3419064,3311,2524023062,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Desulfovibrio aminophilus,Engineered,Wastewater,Unclassified,Unclassified,,"Aquatic, Waste treatement plant"
356,Desulfovibrio bastinii DSM 16055,77.0,78.0,29.0,37.66233766,1.012987013,3914691,3552,2524023158,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Desulfovibrio bastinii,Environmental,Aquatic,Groundwater,Freshwater,,"Aquatic, Fresh water"
357,Desulfovibrio bizertensis DSM 18034,46.0,47.0,13.0,28.26086957,1.02173913,3266412,2982,2568526004,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Desulfovibrio bizertensis,Environmental,Aquatic,Oceanic,Marine,,"Aquatic, Marine, Sediment"
358,Desulfovibrio cuneatus DSM 11391,39.0,29.0,24.0,61.53846154,0.7435897440000001,3361707,2907,2523231026,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Desulfovibrio cuneatus,Environmental,Aquatic,Unclassified,Sediment,,"Aquatic, Sediment"
359,Desulfovibrio desulfuricans desulfuricans DSM 642,24.0,26.0,10.0,41.66666667,1.083333333,3391683,2958,2524614548,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Desulfovibrio desulfuricans,Environmental,Terrestrial,Unclassified,Geologic,,Sand
360,Desulfovibrio frigidus DSM 17176,91.0,81.0,36.0,39.56043956,0.89010989,4185035,3753,2565956520,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Desulfovibrio frigidus,Environmental,Aquatic,Unclassified,Sediment,,"Aquatic, Fresh water, Sediment"
361,"Desulfovibrio gigas DSM 1382, ATCC 19364",113.0,85.0,35.0,30.97345133,0.7522123890000001,3788225,3411,2523231027,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Desulfovibrio gigas,Environmental,Aquatic,Unclassified,Freshwater,,"Aquatic, Fresh water"
362,Desulfovibrio gracilis DSM 16080,70.0,68.0,24.0,34.28571429,0.9714285709999999,3179481,2934,2568526008,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Desulfovibrio gracilis,Environmental,Terrestrial,Unclassified,Oil reservoir,,"Aquatic, Oil fields"
363,"Desulfovibrio hydrothermalis AM13, DSM 14728",74.0,75.0,20.0,27.02702703,1.013513514,3659215,3308,2523533539,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Desulfovibrio hydrothermalis,Environmental,Aquatic,Hydrothermal vents,Marine,,"Aquatic, Deep sea, Marine"
364,Desulfovibrio inopinatus DSM 10711,174.0,127.0,80.0,45.97701149,0.7298850570000001,5767550,5097,2524614631,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Desulfovibrio inopinatus,Environmental,Aquatic,Coastal,Marine,,"Aquatic, Marine, Sediment"
365,Desulfovibrio longus DSM 6739,88.0,85.0,35.0,39.77272727,0.9659090909999999,3707427,3460,2523533522,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Desulfovibrio longus,Environmental,Terrestrial,Unclassified,Oil reservoir,,Oil fields
366,Desulfovibrio oxyclinae DSM 11498,58.0,58.0,24.0,41.37931034,1.0,3329451,3163,2515154157,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Desulfovibrio oxyclinae,Environmental,Aquatic,Hypersaline,Non-marine Saline and Alkaline,,"Aquatic, Hypersaline lakes"
367,Desulfovibrio putealis DSM 16056,133.0,90.0,33.0,24.81203008,0.6766917290000001,4705742,4261,2523231030,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Desulfovibrio putealis,Environmental,Aquatic,Unclassified,Freshwater,,"Aquatic, Fresh water"
368,Desulfovibrio zosterae DSM 11974,95.0,90.0,32.0,33.68421053,0.947368421,4098242,3705,2523533628,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Desulfovibrio zosterae,Host-associated,Plants,Unclassified,Rhizoplane,,"Rhizosphere, Soil"
369,Desulfovirgula thermocuniculi DSM 16036,21.0,25.0,,,1.19047619,3062341,3355,2524023160,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,Desulfovirgula,Desulfovirgula thermocuniculi,Environmental,Terrestrial,Mine,Geologic,,Mine
370,"Desulfurella acetivorans A63, DSM 5264",12.0,13.0,,,1.083333333,1819992,1875,2512564091,Bacteria,Finished,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),DOE Joint Genome Institute (JGI),Proteobacteria,Deltaproteobacteria,Desulfurellales,Desulfurellaceae,Desulfurella,Desulfurella acetivorans,Environmental,Aquatic,Unclassified,Thermal springs,,"Aquatic, Hot spring"
371,Desulfurispora thermophila DSM 16022,28.0,31.0,3.0,10.71428571,1.107142857,2823245,2815,2515154092,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Desulfurispora,Desulfurispora thermophila,Engineered,Industrial production,Unclassified,Unclassified,,Chemical reactor
372,"Desulfurobacterium thermolithotrophum BSA, DSM 11699",8.0,9.0,,,1.125,1541968,1594,649633039,Bacteria,Finished,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),DOE Joint Genome Institute (JGI),Aquificae,Aquificae,Desulfurobacteriales,Desulfurobacteriaceae,Desulfurobacterium,Desulfurobacterium thermolithotrophum,Environmental,Aquatic,Hydrothermal vents,Marine,,"Aquatic, Deep sea, Marine"
373,"Dethiosulfovibrio peptidovorans SEBR 4207, DSM 11002",27.0,28.0,5.0,18.51851852,1.037037037,2576359,2527,2501533205,Bacteria,Permanent Draft,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),DOE Joint Genome Institute (JGI),Synergistetes,Synergistia,Synergistales,Synergistaceae,Dethiosulfovibrio,Dethiosulfovibrio peptidovorans,Environmental,Terrestrial,Unclassified,Oil reservoir,,"Marine, Oil fields"
374,Dolichospermum circinale AWQC131C,28.0,29.0,11.0,39.28571429,1.035714286,4445648,4472,2516653039,Bacteria,Permanent Draft,Dolichospermum circinale AWQC131C,Beijing Genomics Institute (BGI),Cyanobacteria,unclassified,Nostocales,Aphanizomenonaceae,Dolichospermum,Dolichospermum circinale,Environmental,Aquatic,Lentic,Freshwater,,"Aquatic, Fresh water"
375,Dolichospermum circinale AWQC310F,26.0,28.0,10.0,38.46153846,1.076923077,4405846,4442,2516653040,Bacteria,Permanent Draft,Dolichospermum circinale AWQC310F,Beijing Genomics Institute (BGI),Cyanobacteria,unclassified,Nostocales,Aphanizomenonaceae,Dolichospermum,Dolichospermum circinale,Environmental,Aquatic,Unclassified,Freshwater,,"Aquatic, Fresh water"
376,Duganella zoogloeoides ATCC 25935,125.0,110.0,48.0,38.4,0.88,6276708,5438,2518645587,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Duganella,Duganella zoogloeoides,Engineered,Wastewater,Unclassified,Unclassified,,Wastewater
377,Dyadobacter alkalitolerans DSM 23607,91.0,101.0,30.0,32.96703297,1.10989011,6289315,5579,2524023163,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Dyadobacter,Dyadobacter alkalitolerans,Environmental,Terrestrial,Unclassified,Geologic,,Sand
378,Dyadobacter beijingensis DSM 21582,99.0,122.0,27.0,27.27272727,1.232323232,7376607,6125,2522125168,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Dyadobacter,Dyadobacter beijingensis,Host-associated,Plants,Unclassified,Rhizoplane,,"Aquatic, Rhizosphere, Soil"
379,Dyadobacter crusticola DSM 16708,80.0,96.0,24.0,30.0,1.2,6175148,5368,2561511040,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Dyadobacter,Dyadobacter crusticola,Environmental,Terrestrial,,Soil,,Soil
380,"Dyadobacter fermentans NS114, DSM 18053",87.0,110.0,29.0,33.33333333,1.264367816,6967790,5854,644736356,Bacteria,Finished,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),DOE Joint Genome Institute (JGI),Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Dyadobacter,Dyadobacter fermentans,Host-associated,Plants,Unclassified,Unclassified,,Plants
381,Dysgonomonas capnocytophagoides DSM 22835,35.0,18.0,23.0,65.71428571,0.514285714,4377988,3640,2526164513,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Bacteroidetes,Bacteroidia,Bacteroidales,Dysgonamonadaceae,Dysgonomonas,Dysgonomonas capnocytophagoides,Host-associated,Human,Unclassified,Skin,,"Host, Human"
382,Dysgonomonas mossii DSM 22836,21.0,13.0,10.0,47.61904762,0.6190476189999999,3923801,3437,2515154085,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Bacteroidetes,Bacteroidia,Bacteroidales,Dysgonamonadaceae,Dysgonomonas,Dysgonomonas mossii,Host-associated,Human,Unclassified,Unclassified,,"Host, Human"
383,Echinicola pacifica DSM 19836,44.0,32.0,22.0,50.0,0.727272727,5447112,4208,2515154083,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Bacteroidetes,Cytophagia,Cytophagales,Cyclobacteriaceae,Echinicola,Echinicola pacifica,Host-associated,Unclassified,Unclassified,Unclassified,,"Aquatic, Host, Marine"
384,"Echinicola vietnamensis KMM 6221, DSM 17526",47.0,39.0,17.0,36.17021277,0.8297872340000001,5608040,4684,2509276020,Bacteria,Finished,Continuation of the Genomic Encyclopedia of Bacteria and Archaea pilot project (GEBA),DOE Joint Genome Institute (JGI),Bacteroidetes,Cytophagia,Cytophagales,Cyclobacteriaceae,Echinicola,Echinicola vietnamensis,Environmental,Aquatic,Unclassified,Aquaculture,,"Aquatic, Marine, Sea water"
385,Effusibacillus pohliae DSM 22757,23.0,21.0,,,0.913043478,3365550,3629,2518645625,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Firmicutes,Bacilli,Bacillales,Alicyclobacillaceae,Effusibacillus,Effusibacillus pohliae,Environmental,Terrestrial,Unclassified,Soil,,Soil
386,"Eggerthella lenta VPI 0255, DSM 2243",33.0,25.0,6.0,18.18181818,0.757575758,3632260,3184,644736358,Bacteria,Finished,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),DOE Joint Genome Institute (JGI),Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Eggerthella,Eggerthella lenta,Host-associated,Human,Unclassified,Unclassified,,"Host, Human"
387,"Eggerthia catenaformis OT 569, DSM 20559",12.0,9.0,2.0,16.66666667,0.75,1922941,1961,2522572066,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Firmicutes,Erysipelotrichia,Lactobacillales,Erysipelotrichaceae,Eggerthia,Eggerthia catenefornis,Host-associated,Human,Oral,Digestive system,,"Host, Human"
388,Eisenibacter elegans DSM 3317,49.0,32.0,11.0,22.44897959,0.653061224,4030713,3505,2524614599,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Bacteroidetes,Cytophagia,Cytophagales,Microscillaceae,Eisenibacter,Eisenibacter elegans,Environmental,Aquatic,Unclassified,Thermal springs,,"Aquatic, Hot spring"
389,Elioraea tepidiphila DSM 17972,29.0,25.0,13.0,44.82758621,0.8620689659999999,4304237,4182,2519899683,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Proteobacteria,Alphaproteobacteria,Rhodospirillales,unclassified,Elioraea,Elioraea tepidiphila,Environmental,Aquatic,Unclassified,Thermal springs,,"Aquatic, Hot spring"
390,Empedobacter brevis ATCC 43319,18.0,27.0,,,1.5,3797701,3648,2521172654,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Empedobacter,Empedobacter brevis,Host-associated,Human,Unclassified,Respiratory system,,"Host, Human"
391,"Emticicia oligotrophica GPTSA100-15, DSM 17448",47.0,61.0,7.0,14.89361702,1.29787234,5220361,4365,2506485001,Bacteria,Finished,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),DOE Joint Genome Institute (JGI),Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Emticicia,Emticicia oligotrophica,Environmental,Aquatic,Unclassified,Freshwater,,"Aquatic, Fresh water"
392,"Endozoicomonas elysicola MKT110, DSM 22380",32.0,33.0,14.0,43.75,1.03125,5547760,4722,2515154160,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Proteobacteria,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,Endozoicomonas elysicola,Host-associated,Mollusca,Unclassified,Digestive system,,"Aquatic, Marine, Mollusk gastrointestinal tract"
