Genome Name,org_type_y,ratio,HPK,rr,his_kin_per_100,Genome Size   * assembled,Gene Count   * assembled,hpkper,HybridHPK,taxon_oid,Domain,Status,Study Name,Sequencing Center,IMG Genome ID ,Phylum,ForColors,Class,Order,Family,Genus,Species,Ecosystem,Ecosystem Category,Ecosystem Subtype,Ecosystem Type,Ecotype,Habitat,lifestyle_color,order_color
Eudoraea adriatica DSM 19308,,0.923076923,26,24,0.726459905,3906474,3579,0.726459905,5,2522572201,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),2522572201,Bacteroidetes,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Eudoraea,Eudoraea adriatica,Environmental,Aquatic,Coastal,Marine,,"Aquatic, Marine, Sea water",,
Erythrobacter sp. SD-21,,1.28,25,32,0.835561497,2970874,2992,0.835561497,7,640963034,Bacteria,Permanent Draft,"Erythrobacter sp, SD-21",J. Craig Venter Institute (JCVI),640963034,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Erythrobacter,Erythrobacter sp. SD-21,Environmental,Aquatic,Unclassified,Marine,,"Marine, Sediment",#fdae61,#66c2a5
Erythrobacter sp. NAP1,,1.133333333,30,34,0.929944203,3265346,3226,0.929944203,10,638341081,Bacteria,Permanent Draft,Erythrobacter sp. NAP1,J. Craig Venter Institute (JCVI),638341081,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Erythrobacter,Erythrobacter sp. NAP1,Environmental,Aquatic,Unclassified,Marine,,"Marine, Surface water",#fdae61,#74add1
Erythrobacter litoralis HTCC2594,,1,22,22,0.717079531,3052398,3068,0.717079531,2,637000103,Bacteria,Finished,Erythrobacter litoralis HTCC2594,J. Craig Venter Institute (JCVI),637000103,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Erythrobacter,Erythrobacter litoralis,Environmental,Aquatic,Unclassified,Marine,,"Aquatic, Marine",#fdae61,#66c2a5
Enterovibrio calviensis DSM 14347,,1.545454545,55,85,1.10486139,5505240,4978,1.10486139,19,2556921009,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),2556921009,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Enterovibrio,Enterovibrio calviensis,Environmental,Aquatic,Unclassified,Marine,,"Aquatic, Marine, Sea water",,
"Desulfurobacterium thermolithotrophum BSA, DSM 11699",,0.9,10,9,0.627352572,1541968,1594,0.627352572,17,649633039,Bacteria,Finished,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),DOE Joint Genome Institute (JGI),649633039,Aquificae,Other,Aquificae,Desulfurobacteriales,Desulfurobacteriaceae,Desulfurobacterium,Desulfurobacterium thermolithotrophum,Environmental,Aquatic,Hydrothermal vents,Marine,,"Aquatic, Deep sea, Marine",,
Desulfovibrio inopinatus DSM 10711,,1.169491525,177,207,3.472630959,5767550,5097,3.472630959,4,2524614631,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),2524614631,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Desulfovibrio inopinatus,Environmental,Aquatic,Coastal,Marine,,"Aquatic, Marine, Sediment",,
"Desulfovibrio hydrothermalis AM13, DSM 14728",,1.25,76,95,2.297460701,3659215,3308,2.297460701,9,2523533539,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),2523533539,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Desulfovibrio hydrothermalis,Environmental,Aquatic,Hydrothermal vents,Marine,,"Aquatic, Deep sea, Marine",,
Desulfovibrio bizertensis DSM 18034,,1.25,48,60,1.609657948,3266412,2982,1.609657948,26,2568526004,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),2568526004,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Desulfovibrio bizertensis,Environmental,Aquatic,Oceanic,Marine,,"Aquatic, Marine, Sediment",,
Desulfobulbus mediterraneus DSM 13871,,1.145299145,117,134,2.919890192,4796810,4007,2.919890192,3,2523533605,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),2523533605,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfobulbus,Desulfobulbus mediterraneus,Environmental,Aquatic,Oceanic,Marine,,"Aquatic, Deep sea, Marine, Sediment",,
Desulfobulbus japonicus DSM 18378,,1.2734375,128,163,2.497560976,5806184,5125,2.497560976,24,2524614762,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),2524614762,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfobulbus,Desulfobulbus japonicus,Environmental,Aquatic,Intertidal zone,Marine,,"Aquatic, Estuaries",,
Desulfobacter curvatus DSM 3379,,1.338582677,127,170,2.508394233,5646235,5063,2.508394233,7,2515154174,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),2515154174,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfobacter,Desulfobacter curvatus,Environmental,Aquatic,Coastal,Marine,,"Aquatic, Marine, Sediment",,
Desulfatiglans anilini DSM 4660,,1.359375,64,87,1.5590743,4667344,4105,1.5590743,15,2526164742,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),2526164742,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfatiglans,Desulfatiglans anilini,Environmental,Aquatic,Coastal,Marine,,"Aquatic, Marine, Sediment",,
Desulfatibacillum aliphaticivorans DSM 15576,,1.279411765,136,174,2.530232558,6469960,5375,2.530232558,15,2522572160,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),2522572160,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfatibacillum,Desulfatibacillum aliphaticivorans,Environmental,Aquatic,Coastal,Marine,,"Aquatic, Marine, Sediment",,
Dasania marina DSM 21967,,1.34,50,67,1.340842049,4104988,3729,1.340842049,16,2515154073,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),2515154073,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Cellvibrionales,Spongiibacteraceae,Dasania,Dasania marina,Environmental,Aquatic,Oceanic,Marine,,"Aquatic, Marine, Sediment",,
Cyanobium sp. PCC 7001,,0.916666667,12,11,0.42462845,2834252,2826,0.42462845,14,647533126,Bacteria,Permanent Draft,Cyanobium sp. PCC 7001,J. Craig Venter Institute (JCVI),647533126,Cyanobacteria,Synechococcales,unclassified,Synechococcales,Synechococcaceae,Cyanobium,Cyanobium sp. PCC 7001,Environmental,Aquatic,Intertidal zone,Marine,,"Marine, Mud, Soil",#fdae61,#74add1
Cucumibacter marinus DSM 18995,,1.379310345,29,40,0.799338479,3713661,3628,0.799338479,12,2524614806,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),2524614806,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Cucumibacter,Cucumibacter marinus,Environmental,Aquatic,Unclassified,Marine,,"Aquatic, Marine, Sea water",,
Crocinitomix catalasitica ATCC 23190,,1.153846154,39,45,0.944767442,4622888,4128,0.944767442,16,2556921666,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),2556921666,Bacteroidetes,Bacteroidetes,Flavobacteriia,Flavobacteriales,Crocinitomicaceae,Crocinitomix,Crocinitomix catalasitica,Environmental,Aquatic,Intertidal zone,Marine,,Sea sand,,
Coraliomargarita akajimensis DSM 45221,,0.926829268,41,38,1.284863679,3750771,3191,1.284863679,15,646564524,Bacteria,Finished,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),DOE Joint Genome Institute (JGI),646564524,Verrucomicrobia,Other,Opitutae,Puniceicoccales,Puniceicoccaceae,Coraliomargarita,Coraliomargarita akajimensis,Environmental,Aquatic,Unclassified,Marine,,"Aquatic, Marine, Sea water",,
Congregibacter litoralis KT71,,1,27,27,0.678221552,4351117,3981,0.678221552,8,2597489864,Bacteria,Permanent Draft,Congregibacter litoralis KT71,"J. Craig Venter Institute (JCVI), Max Planck Institute",2597489864,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,Congregibacter,Congregibacter litoralis,Environmental,Aquatic,Unclassified,Marine,,"Aquatic, Marine, Surface water",#fdae61,#66c2a5
Coleofasciculus chthonoplastes PCC 7420,,1.064102564,156,166,1.866251944,8679041,8359,1.866251944,6,647533184,Bacteria,Permanent Draft,Coleofasciculus chthonoplastes PCC 7420,"Institut Pasteur, J. Craig Venter Institute (JCVI)",647533184,Cyanobacteria,Cyanobacteria,unclassified,Oscillatoriales,Coleofasciculaceae,Coleofasciculus,Coleofasciculus chthonoplastes,Environmental,Aquatic,Intertidal zone,Marine,,"Marine, Salt marsh",#fdae61,#66c2a5
Citreicella sp. SE45,,1.30952381,42,55,0.763775232,5523231,5499,0.763775232,16,647533124,Bacteria,Permanent Draft,Citreicella sp. SE45,J. Craig Venter Institute (JCVI),647533124,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Citreicella,Citreicella sp. SE45,Environmental,Aquatic,Intertidal zone,Marine,,"Host, Marine",#fdae61,#66c2a5
Carnobacterium sp. AT7,,0.764705882,17,13,0.677290837,2501418,2510,0.677290837,9,2501651209,Bacteria,Permanent Draft,Carnobacterium sp. AT7,J. Craig Venter Institute (JCVI),2501651209,Firmicutes,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Carnobacterium,Carnobacterium sp. AT7,Environmental,Aquatic,Unclassified,Marine,,Marine,#abdda4,#66c2a5
Caminibacter mediatlanticus TB-2,,1.230769231,13,16,0.686378036,1663618,1894,0.686378036,19,640963039,Bacteria,Permanent Draft,Caminibacter mediatlanticus TB-2,J. Craig Venter Institute (JCVI),640963039,Proteobacteria,Epsilonproteobacteria,Epsilonproteobacteria,Nautiliales,Nautiliaceae,Caminibacter,Caminibacter mediatlanticus,Environmental,Aquatic,Hydrothermal vents,Marine,,"Aquatic, Hot spring, Hydrothermal vent, Marine",#fdae61,#abdda4
"Caldithrix abyssi LF13, DSM 13497",,1.157303371,89,103,2.316501822,4978541,3842,2.316501822,13,2561511127,Bacteria,Permanent Draft,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),DOE Joint Genome Institute (JGI),2561511127,Caldithrixae,Other,Caldithrixia,Caldithrixales,Caldithrixaceae,Caldithrix,abyssi,Environmental,Aquatic,Hydrothermal vents,Marine,,"Aquatic, Deep sea, Marine",,
Brevundimonas sp. BAL3,,1.101694915,59,65,1.672335601,3646072,3528,1.672335601,11,647533115,Bacteria,Permanent Draft,Brevundimonas sp. BAL3,J. Craig Venter Institute (JCVI),647533115,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,Brevundimonas sp. BAL3,Environmental,Aquatic,Unclassified,Marine,,"Aquatic, Marine",#3288bd,#66c2a5
Belliella baltica DSM 15883,,1.020833333,48,49,1.237432328,4196595,3879,1.237432328,8,2509276058,Bacteria,Finished,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),DOE Joint Genome Institute (JGI),2509276058,Bacteroidetes,Bacteroidetes,Cytophagia,Cytophagales,Cyclobacteriaceae,Belliella,Belliella baltica,Environmental,Aquatic,Unclassified,Marine,,"Aquatic, Marine, Sea water",,
Beggiatoa sp. Orange Guaymas,,1.21686747,83,101,1.557223265,4772184,5330,1.557223265,13,2502790011,Bacteria,Permanent Draft,Beggiatoa sp. Orange Guaymas,J. Craig Venter Institute (JCVI),2502790011,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Beggiatoa,Beggiatoa sp. 'Orange Guaymas',Environmental,Aquatic,Hydrothermal vents,Marine,,"Aquatic, Hot spring, Hydrothermal vent, Marine",#3288bd,#3288bd
Bacillus sp. SG-1,,0.806451613,31,25,0.700090334,3948965,4428,0.700090334,15,640963033,Bacteria,Permanent Draft,Bacillus sp. SG-1,J. Craig Venter Institute (JCVI),640963033,Firmicutes,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus sp. SG-1,Environmental,Aquatic,Oceanic,Marine,,"Marine, Sediment",#3288bd,#3288bd
Bacillus sp. NRRL B-14911,,0.753846154,65,49,1.121269622,5085825,5797,1.121269622,3,638341014,Bacteria,Permanent Draft,Bacillus sp. NRRL B-14911,J. Craig Venter Institute (JCVI),638341014,Firmicutes,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus sp. NRRL B-14911,Environmental,Aquatic,Unclassified,Marine,,Marine,#3288bd,#3288bd
Bacillus sp. B14905,,1,54,54,1.136842105,4497271,4750,1.136842105,73,640612200,Bacteria,Permanent Draft,Bacillus sp. B14905,J. Craig Venter Institute (JCVI),640612200,Firmicutes,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus sp. B14905,Environmental,Aquatic,Unclassified,Marine,,"Marine, Surface water",#3288bd,#3288bd
Aquimarina muelleri DSM 19832,,1.102040816,49,54,1.172529313,4903219,4179,1.172529313,7,2524023059,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),2524023059,Bacteroidetes,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Aquimarina,Aquimarina muelleri,Environmental,Aquatic,Marginal Sea,Marine,,"Aquatic, Marine, Sea water",,
"Aquiflexum balticum BA160, DSM 16537",,0.805555556,72,58,1.405975395,5987095,5121,1.405975395,1,2506520046,Bacteria,Permanent Draft,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),DOE Joint Genome Institute (JGI),2506520046,Bacteroidetes,Bacteroidetes,Cytophagia,Cytophagales,Cyclobacteriaceae,Aquiflexum,Aquiflexum balticum,Environmental,Aquatic,Unclassified,Marine,,"Aquatic, Marine, Sea water",,
Amphritea japonica ATCC BAA-1530,,1.214285714,42,51,1.180106772,3801615,3559,1.180106772,11,2519899692,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),2519899692,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Amphritea,Amphritea japonica,Environmental,Aquatic,Oceanic,Marine,,"Aquatic, Marine, Sediment",,
Alphaproteobacteria sp. SAR11 HIMB5,,0.625,8,5,0.545330607,1343202,1467,0.545330607,,2503982040,Bacteria,Permanent Draft,Alphaproteobacteria sp. SAR11 HIMB5,J. Craig Venter Institute (JCVI),2503982040,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,unclassified,unclassified,unclassified,unclassified,Environmental,Aquatic,Unclassified,Marine,,"Host, Marine",#abdda4,#3288bd
Alphaproteobacteria sp. SAR11 A9_spades (unscreened),,0,5,,1.128668172,311625,443,1.128668172,,2517287014,Bacteria,Permanent Draft,Alphaproteobacteria sp. SAR11 A9_spades,Massachusetts Institute of Technology,2517287014,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Candidatus Pelagibacter,uncultured Candidatus Pelagibacter sp.,Environmental,Aquatic,Unclassified,Marine,,"Aquatic, Marine, Sea water",,
alpha proteobacterium sp. HIMB59,,0.555555556,9,5,0.587467363,1410127,1532,0.587467363,,2503982041,Bacteria,Finished,alpha proteobacterium sp. HIMB59,J. Craig Venter Institute (JCVI),2503982041,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,unclassified,alpha proteobacterium HIMB59,Environmental,Aquatic,Intertidal zone,Marine,,"Host, Marine",,
alpha proteobacterium SCGC AAA288-N07 (unscreened),,0,5,,0.45045045,954664,1110,0.45045045,3,2236347020,Bacteria,Permanent Draft,"Generating reference genomes for marine ecosystem research: Single cell sequencing of ubiquitous, uncultured bacterioplankton clades",DOE Joint Genome Institute (JGI),2236347020,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,unclassified,alpha proteobacterium SCGC AAA288-N07,Environmental,Aquatic,Unclassified,Marine,,Marine,,
alpha proteobacterium SCGC AAA288-G21 (unscreened),,0,3,,0.271985494,909786,1103,0.271985494,8,2236347014,Bacteria,Permanent Draft,"Generating reference genomes for marine ecosystem research: Single cell sequencing of ubiquitous, uncultured bacterioplankton clades",DOE Joint Genome Institute (JGI),2236347014,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,unclassified,alpha proteobacterium SCGC AAA288-G21,Environmental,Aquatic,Unclassified,Marine,,Marine,,
alpha proteobacterium SCGC AAA288-E13 (unscreened),,0,7,,0.738396624,812863,948,0.738396624,6,2236661012,Bacteria,Permanent Draft,"Generating reference genomes for marine ecosystem research: Single cell sequencing of ubiquitous, uncultured bacterioplankton clades",DOE Joint Genome Institute (JGI),2236661012,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,unclassified,alpha proteobacterium SCGC AAA288-E13,Environmental,Aquatic,Unclassified,Marine,,Marine,,
alpha proteobacterium SCGC AAA240-E13 (unscreened),,0,7,,0.431832202,1401625,1621,0.431832202,,2236661011,Bacteria,Permanent Draft,"Generating reference genomes for marine ecosystem research: Single cell sequencing of ubiquitous, uncultured bacterioplankton clades",DOE Joint Genome Institute (JGI),2236661011,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,unclassified,alpha proteobacterium SCGC AAA240-E13,Environmental,Aquatic,Unclassified,Marine,,Marine,,
Aliagarivorans taiwanensis DSM 22990,,1.184210526,38,45,0.899408284,4415338,4225,0.899408284,33,2524614757,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),2524614757,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Aliagarivorans,Aliagarivorans taiwanensis,Environmental,Aquatic,Unclassified,Marine,,"Aquatic, Marine, Sea water",,
Aliagarivorans marinus DSM 23064,,1.311111111,45,59,0.995575221,4880341,4520,0.995575221,17,2523533543,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),2523533543,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Aliagarivorans,Aliagarivorans marinus,Environmental,Aquatic,Coastal,Marine,,"Aquatic, Marine, Sea water",,
Algoriphagus marincola DSM 16067,,1.037735849,53,55,1.341432549,4431678,3951,1.341432549,1,2523533625,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),2523533625,Bacteroidetes,Bacteroidetes,Cytophagia,Cytophagales,Cyclobacteriaceae,Algoriphagus,Algoriphagus marincola,Environmental,Aquatic,Coastal,Marine,,"Aquatic, Marine, Sea water",,
Algoriphagus mannitolivorans DSM 15301,,1.057692308,52,55,1.405405405,4152949,3700,1.405405405,,2523533553,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),2523533553,Bacteroidetes,Bacteroidetes,Cytophagia,Cytophagales,Cyclobacteriaceae,Algoriphagus,Algoriphagus mannitolivorans,Environmental,Aquatic,Intertidal zone,Marine,,"Aquatic, Marine, Sediment",,
Algoriphagus machipongonensis PR1,,1.018181818,55,56,1.289566237,4776234,4265,1.289566237,,640612202,Bacteria,Permanent Draft,Algoriphagus machipongonensis PR1,"Broad Institute, J. Craig Venter Institute (JCVI)",640612202,Bacteroidetes,Bacteroidetes,Cytophagia,Cytophagales,Cyclobacteriaceae,Algoriphagus,Algoriphagus machipongonensis,Environmental,Aquatic,Unclassified,Sediment,,"Host, Marine, Mud",#fdae61,#d73027
Algicola sagamiensis DSM 14643,,1.127272727,55,62,1.341790681,4343354,4099,1.341790681,29,2519899678,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),2519899678,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Algicola,Algicola sagamiensis,Environmental,Aquatic,Coastal,Marine,,"Aquatic, Marine, Sea water",,
Alcanivorax sp. DG881,,1.216216216,37,45,1.093380615,3804728,3384,1.093380615,40,647533109,Bacteria,Permanent Draft,Alcanivorax sp. DG881,J. Craig Venter Institute (JCVI),647533109,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Oceanospirillales,Alcanivoracaceae,Alcanivorax,Alcanivorax sp. DG881,Host-associated,Unclassified,Unclassified,Unclassified,,Marine,#fdae61,#d73027
Aestuariimicrobium kwangyangense DSM 21549,,1,14,14,0.520059435,2990149,2692,0.520059435,24,2523533600,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),2523533600,Actinobacteria,Other,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Aestuariimicrobium,Aestuariimicrobium kwangyangense,Environmental,Aquatic,Oceanic,Marine,,"Aquatic, Marine, Sediment",,
"Aequorivita sublithincola QSSC9-3, DSM 14238",,1.028571429,35,36,1.079580506,3520671,3242,1.079580506,,2509276063,Bacteria,Finished,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),DOE Joint Genome Institute (JGI),2509276063,Bacteroidetes,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Aequorivita,Aequorivita sublithincola,Environmental,Aquatic,Unclassified,Marine,,"Aquatic, Marine, Sea water",,
Aequorivita capsosiphonis DSM 23843,,1.068965517,29,31,0.788257679,4042904,3679,0.788257679,3,2524023070,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),2524023070,Bacteroidetes,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Aequorivita,Aequorivita capsosiphonis,Environmental,Aquatic,Coastal,Marine,,"Aquatic, Marine, Sea water",,
