,Unnamed: 0,Unnamed: 0.1,Genome Name,HPK,RR,Hybrid,hpkper100,% Hybrid,RR:HPK Ratio,Genome Size,Gene Count,taxon_oid,Domain,Status,Study Name,Sequencing Center,Phylum,Class,CyanoClass,Order,Family,Genus,Species,Ecosystem,Ecosystem Category,Ecosystem Subtype,Ecosystem Type,Ecotype,Habitat,Ratio_no_RR_Hybrid,org_type_y,ForColors,lifestyle_color,order_color,Unnamed: 5,Unnamed: 6,Unnamed: 7,7.44E-10
6,40,40,Beggiatoa sp. Orange Guaymas,83,50,51,1.557223265,61.44578313,0.602409639,4772184,5330,2502790011,Bacteria,Permanent Draft,Beggiatoa sp. Orange Guaymas,J. Craig Venter Institute (JCVI),Proteobacteria,Gammaproteobacteria,,Thiotrichales,Thiotrichaceae,Beggiatoa,Beggiatoa sp. 'Orange Guaymas',Environmental,Aquatic,Hydrothermal vents,Marine,,,0.602409639,,Gammaproteobacteria,#3288bd,#3288bd,,,,
34,39,39,Bacillus sp. SG-1,31,24,1,0.700090334,3.225806452,0.774193548,3948965,4428,640963033,Bacteria,Permanent Draft,Bacillus sp. SG-1,J. Craig Venter Institute (JCVI),Firmicutes,Bacilli,,Bacillales,Bacillaceae,Bacillus,Bacillus sp. SG-1,Environmental,Aquatic,Oceanic,Marine,,,0.774193548,,Firmicutes,#3288bd,#3288bd,,,,
32,38,38,Bacillus sp. NRRL B-14911,62,47,2,1.069518717,3.225806452,0.758064516,5085825,5797,638341014,Bacteria,Permanent Draft,Bacillus sp. NRRL B-14911,J. Craig Venter Institute (JCVI),Firmicutes,Bacilli,,Bacillales,Bacillaceae,Bacillus,Bacillus sp. NRRL B-14911,Environmental,Aquatic,Unclassified,Marine,,,0.758064516,,Firmicutes,#3288bd,#3288bd,,,,
106,37,37,Bacillus sp. B14905,54,51,3,1.136842105,5.555555556,0.944444444,4497271,4750,640612200,Bacteria,Permanent Draft,Bacillus sp. B14905,J. Craig Venter Institute (JCVI),Firmicutes,Bacilli,,Bacillales,Bacillaceae,Bacillus,Bacillus sp. B14905,Environmental,Aquatic,Unclassified,Marine,,,0.944444444,,Firmicutes,#3288bd,#3288bd,,,,
78,36,36,Aurantimonas coralicida DSM 14790,49,43,10,1.114142792,20.40816327,0.87755102,4615647,4398,2523533557,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Proteobacteria,Alphaproteobacteria,,Rhizobiales,Aurantimonadaceae,Aurantimonas,Aurantimonas coralicida,Host-associated,Unclassified,Unclassified,Unclassified,,"Aquatic, Host, Marine",0.87755102,,Alphaproteobacteria,,,,,,
221,35,35,Arenibacter certesii DSM 19833,36,41,9,0.849858357,25,1.138888889,4991805,4236,2523231023,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Bacteroidetes,Flavobacteriia,,Flavobacteriales,Flavobacteriaceae,Arenibacter,Arenibacter certesii,Host-associated,Algae,Unclassified,Unclassified,,Marine,1.138888889,,Bacteroidetes,,,,,,
118,34,34,Aquimarina muelleri DSM 19832,44,43,11,1.052883465,25,0.977272727,4903219,4179,2524023059,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Bacteroidetes,Flavobacteriia,,Flavobacteriales,Flavobacteriaceae,Aquimarina,Aquimarina muelleri,Environmental,Aquatic,Marginal Sea,Marine,,"Aquatic, Marine, Sea water",0.977272727,,Bacteroidetes,,,,,,
235,33,33,Aquimarina latercula DSM 2041,59,69,17,1.051693405,28.81355932,1.169491525,6245252,5610,2523533620,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Bacteroidetes,Flavobacteriia,,Flavobacteriales,Flavobacteriaceae,Aquimarina,Aquimarina latercula,Environmental,Aquatic,Unclassified,Aquaculture,,"Aquatic, Marine, Sea water",1.169491525,,Bacteroidetes,,,,,,
18,32,32,"Aquiflexum balticum BA160, DSM 16537",66,46,12,1.288810779,18.18181818,0.696969697,5987095,5121,2506520046,Bacteria,Finished,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),DOE Joint Genome Institute (JGI),Bacteroidetes,Cytophagia,,Cytophagales,Cyclobacteriaceae,Aquiflexum,Aquiflexum balticum,Environmental,Aquatic,Unclassified,Marine,,"Aquatic, Marine, Sea water",0.696969697,,Bacteroidetes,,,,,,
204,31,31,Amphritea japonica ATCC BAA-1530,36,40,11,1.01152009,30.55555556,1.111111111,3801615,3559,2519899692,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Proteobacteria,Gammaproteobacteria,,Oceanospirillales,Oceanospirillaceae,Amphritea,Amphritea japonica,Environmental,Aquatic,Oceanic,Marine,,"Aquatic, Marine, Sediment",1.111111111,,Gammaproteobacteria,,,,,,
202,30,30,Amorphus coralli DSM 19760,28,31,5,0.708502024,17.85714286,1.107142857,4317545,3952,2517572147,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Proteobacteria,Alphaproteobacteria,,Rhizobiales,Rhodobiaceae,Amorphus,Amorphus coralli,Host-associated,Unclassified,Unclassified,Unclassified,,"Aquatic, Host, Marine",1.107142857,,Alphaproteobacteria,,,,,,
149,29,29,Alteromonas sp. ALT199,60,61,24,1.485516217,40,1.016666667,4635666,4039,2524614846,Bacteria,Permanent Draft,Alteromonas ALT199,DOE Joint Genome Institute (JGI),Proteobacteria,Gammaproteobacteria,,Alteromonadales,Alteromonadaceae,Alteromonas,Alteromonas sp. ALT199,,,,,,,1.016666667,c,Gammaproteobacteria,#3288bd,#d73027,,,,
161,28,28,Alteromonas naphthalenivorans SN2,61,63,24,1.37325529,39.3442623,1.032786885,4972148,4442,2504136012,Bacteria,Finished,Alteromonas naphthalenivorans SN2,National Instrumentation Center for Environmental Management Korea,Proteobacteria,Gammaproteobacteria,,Alteromonadales,Alteromonadaceae,Alteromonas,Alteromonas naphthalenivorans,Environmental,Aquatic,Intertidal zone,Marine,,,1.032786885,c,Gammaproteobacteria,,,,,,
194,27,27,Alteromonas mediterranea DE,55,60,23,1.332364341,41.81818182,1.090909091,4412282,4128,642555105,Bacteria,Finished,"Alteromonas macleodii strains, University Miguel Hernandez, Spain",J. Craig Venter Institute (JCVI),Proteobacteria,Gammaproteobacteria,,Alteromonadales,Alteromonadaceae,Alteromonas,Alteromonas mediterranea,Environmental,Aquatic,Unclassified,Marine,,,1.090909091,c,Gammaproteobacteria,#3288bd,#3288bd,,,,
189,26,26,Alteromonas macleodii HOT1A3,61,66,26,1.423238451,42.62295082,1.081967213,4801807,4286,2687453488,Bacteria,Draft,Alteromonas macleodii strain:HOT1A3 Genome sequencing and assembly,University of Haifa,Proteobacteria,Gammaproteobacteria,,Alteromonadales,Alteromonadaceae,Alteromonas,Alteromonas macleodii,,,,,,,1.081967213,c,Gammaproteobacteria,#3288bd,#3288bd,,,,
195,25,25,Alteromonas macleodii D7,53,58,23,1.284848485,43.39622642,1.094339623,4575623,4125,2684623206,Bacteria,Draft,Genome sequencing of Alteromonas species,University Miguel Hernandez,Proteobacteria,Gammaproteobacteria,,Alteromonadales,Alteromonadaceae,Alteromonas,Alteromonas macleodii,,,,,,,1.094339623,c,Gammaproteobacteria,#3288bd,#3288bd,,,,
148,24,24,Alteromonas macleodii Black Sea 11,63,64,25,1.632970451,39.68253968,1.015873016,4480507,3858,2521172684,Bacteria,Finished,"Alteromonas macleodii strains, University Miguel Hernandez, Spain",University Miguel Hernandez,Proteobacteria,Gammaproteobacteria,,Alteromonadales,Alteromonadaceae,Alteromonas,Alteromonas macleodii,Environmental,Aquatic,Unclassified,Marine,,,1.015873016,c,Gammaproteobacteria,#3288bd,#d73027,,,,
225,23,23,Alteromonas macleodii ATCC 27126,61,70,23,1.5478305,37.70491803,1.147540984,4653851,3941,2554235747,Bacteria,Finished,"Alteromonas macleodii strains, University Miguel Hernandez, Spain",University Miguel Hernandez,Proteobacteria,Gammaproteobacteria,,Alteromonadales,Alteromonadaceae,Alteromonas,Alteromonas macleodii,Environmental,Aquatic,Coastal,Marine,,,1.147540984,c,Gammaproteobacteria,,,,,,
185,22,22,Alteromonas australica H17,52,56,19,1.47853284,36.53846154,1.076923077,4308833,3517,2585427644,Bacteria,Finished,Alteromonas australica strain:H17 Genome sequencing,University Miguel Hernandez,Proteobacteria,Gammaproteobacteria,,Alteromonadales,Alteromonadaceae,Alteromonas,Alteromonas australica,,,,,,,1.076923077,c,Gammaproteobacteria,#abdda4,#5e4fa2,,,,
115,21,21,Alteromonas australica DE170,59,57,20,1.35913384,33.89830508,0.966101695,4457472,4341,2639762924,Bacteria,Draft,Alteromonas australica strain:DE170 Genome sequencing,University Miguel Hernandez,Proteobacteria,Gammaproteobacteria,,Alteromonadales,Alteromonadaceae,Alteromonas,Alteromonas australica,,,,,,,0.966101695,c,Gammaproteobacteria,,,,,,
53,20,20,Alphaproteobacteria sp. SAR11 HIMB5,6,5,,0.408997955,,0.833333333,1343202,1467,2503982040,Bacteria,Permanent Draft,Alphaproteobacteria sp. SAR11 HIMB5,J. Craig Venter Institute (JCVI),Proteobacteria,Alphaproteobacteria,,unclassified,unclassified,unclassified,unclassified,Environmental,Aquatic,Unclassified,Marine,,,0.833333333,,Alphaproteobacteria,#abdda4,#3288bd,,,,
126,18,18,alpha proteobacterium sp. HIMB59,5,5,,0.326370757,,1,1410127,1532,2503982041,Bacteria,Finished,alpha proteobacterium sp. HIMB59,J. Craig Venter Institute (JCVI),Proteobacteria,Alphaproteobacteria,,Pelagibacterales,Pelagibacteraceae,unclassified,alpha proteobacterium HIMB59,Environmental,Aquatic,Intertidal zone,Marine,,,1,,Alphaproteobacteria,,,,,,
203,13,13,Aliivibrio fischeri MJ11,37,41,14,0.886227545,37.83783784,1.108108108,4503336,4175,642555167,Bacteria,Finished,Vibrio fischeri MJ11,J. Craig Venter Institute (JCVI),Proteobacteria,Gammaproteobacteria,,Vibrionales,Vibrionaceae,Aliivibrio,Aliivibrio fischeri,Host-associated,Mollusca,Unclassified,Unclassified,,,1.108108108,,Gammaproteobacteria,,,,,,
231,12,12,Aliagarivorans taiwanensis DSM 22990,31,36,9,0.733727811,29.03225806,1.161290323,4415338,4225,2524614757,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Proteobacteria,Gammaproteobacteria,,Alteromonadales,Alteromonadaceae,Aliagarivorans,Aliagarivorans taiwanensis,Environmental,Aquatic,Unclassified,Marine,,"Aquatic, Marine, Sea water",1.161290323,,Gammaproteobacteria,,,,,,
184,11,11,Aliagarivorans marinus DSM 23064,39,42,17,0.862831858,43.58974359,1.076923077,4880341,4520,2523533543,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Proteobacteria,Gammaproteobacteria,,Alteromonadales,Alteromonadaceae,Aliagarivorans,Aliagarivorans marinus,Environmental,Aquatic,Coastal,Marine,,"Aquatic, Marine, Sea water",1.076923077,,Gammaproteobacteria,,,,,,
284,10,10,Algoriphagus vanfongensis DSM 17529,48,60,11,1.1750306,22.91666667,1.25,4712065,4085,2523231017,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Bacteroidetes,Cytophagia,,Cytophagales,Cyclobacteriaceae,Algoriphagus,Algoriphagus vanfongensis,Host-associated,Unclassified,Unclassified,Unclassified,,"Aquatic, Host, Marine",1.25,,Bacteroidetes,,,,,,
121,9,9,Algoriphagus marincola DSM 16067,48,47,8,1.214882308,16.66666667,0.979166667,4431678,3951,2523533625,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Bacteroidetes,Cytophagia,,Cytophagales,Cyclobacteriaceae,Algoriphagus,Algoriphagus marincola,Environmental,Aquatic,Coastal,Marine,,"Aquatic, Marine, Sea water",0.979166667,,Bacteroidetes,,,,,,
101,8,8,Algoriphagus mannitolivorans DSM 15301,47,44,11,1.27027027,23.40425532,0.936170213,4152949,3700,2523533553,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Bacteroidetes,Cytophagia,,Cytophagales,Cyclobacteriaceae,Algoriphagus,Algoriphagus mannitolivorans,Environmental,Aquatic,Intertidal zone,Marine,,"Aquatic, Marine, Sediment",0.936170213,,Bacteroidetes,,,,,,
95,7,7,Algoriphagus machipongonensis PR1,49,45,11,1.148886284,22.44897959,0.918367347,4776234,4265,640612202,Bacteria,Finished,Algoriphagus machipongonensis PR1,"Broad Institute, J. Craig Venter Institute (JCVI)",Bacteroidetes,Cytophagia,,Cytophagales,Cyclobacteriaceae,Algoriphagus,Algoriphagus machipongonensis,Environmental,Aquatic,Unclassified,Sediment,,,0.918367347,,Bacteroidetes,#fdae61,#d73027,,,,
105,6,6,Algicola sagamiensis DSM 14643,50,47,15,1.21980971,30,0.94,4343354,4099,2519899678,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Proteobacteria,Gammaproteobacteria,,Alteromonadales,Pseudoalteromonadaceae,Algicola,Algicola sagamiensis,Environmental,Aquatic,Coastal,Marine,,"Aquatic, Marine, Sea water",0.94,,Gammaproteobacteria,,,,,,
160,5,5,Alcanivorax sp. DG881,31,32,13,0.91607565,41.93548387,1.032258065,3804728,3384,647533109,Bacteria,Permanent Draft,Alcanivorax sp. DG881,J. Craig Venter Institute (JCVI),Proteobacteria,Gammaproteobacteria,,Oceanospirillales,Alcanivoracaceae,Alcanivorax,Alcanivorax sp. DG881,Host-associated,Unclassified,Unclassified,Unclassified,,,1.032258065,,Gammaproteobacteria,#fdae61,#d73027,,,,
125,4,4,Aestuariimicrobium kwangyangense DSM 21549,14,14,,0.520059435,,1,2990149,2692,2523533600,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Actinobacteria,Actinobacteria,,Propionibacteriales,Propionibacteriaceae,Aestuariimicrobium,Aestuariimicrobium kwangyangense,Environmental,Aquatic,Oceanic,Marine,,"Aquatic, Marine, Sediment",1,,Other,,,,,,
181,3,3,"Aequorivita sublithincola QSSC9-3, DSM 14238",29,31,5,0.894509562,17.24137931,1.068965517,3520671,3242,2509276063,Bacteria,Finished,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),DOE Joint Genome Institute (JGI),Bacteroidetes,Flavobacteriia,,Flavobacteriales,Flavobacteriaceae,Aequorivita,Aequorivita sublithincola,Environmental,Aquatic,Unclassified,Marine,,"Aquatic, Marine, Sea water",1.068965517,,Bacteroidetes,,,,,,
271,2,2,Aequorivita capsosiphonis DSM 23843,23,28,3,0.625169883,13.04347826,1.217391304,4042904,3679,2524023070,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Bacteroidetes,Flavobacteriia,,Flavobacteriales,Flavobacteriaceae,Aequorivita,Aequorivita capsosiphonis,Environmental,Aquatic,Coastal,Marine,,"Aquatic, Marine, Sea water",1.217391304,,Bacteroidetes,,,,,,
20,378,427,Trichodesmium erythraeum IMS101,41,29,15,0.79519007,36.58536585,0.707317073,7750108,5156,637000329,Bacteria,Finished,Trichodesmium erythraeum IMS101,DOE Joint Genome Institute (JGI),Cyanobacteria,unclassified,Trichodesmium,Oscillatoriales,Microcoleaceae,Trichodesmium,Trichodesmium erythraeum,Environmental,Aquatic,Neritic zone,Marine,,,0.707317073,,Cyanobacteria,#abdda4,#fdae61,,,,
44,379,428,Trichodesmium thiebautii H9-4,20,16,3,0.59347181,15,0.8,3286556,3370,2627854162,Bacteria,Draft,Trichodesmium thiebautii H9-4 isolate:H9-4 Genome sequencing,University of Southern California,Cyanobacteria,unclassified,Trichodesmium,Oscillatoriales,Microcoleaceae,Trichodesmium,Trichodesmium thiebautii,,,,,,,0.8,,Cyanobacteria,#3288bd,#3288bd,,,,
